repo,repo_type,version,real_ver,num_com,sum_cmt,max_com,max_com_cmt,max_P,is_only_one,is_dominate
tempest,component,6,3,17,90,nebula,12,0.13333333333333333,N,N
tempest,component,5,2,9,89,rackspace,43,0.48314606741573035,N,Y
tempest,component,4,1,2,19,cisco systems,12,0.631578947368421,N,Y
xstatic-font-awesome,deployment,13,3,2,2,seznam.cz,1,0.5,N,N
xstatic-font-awesome,deployment,12,2,1,1,independent,1,0.5,Y,Y
xstatic-font-awesome,deployment,11,1,1,1,independent,1,0.5,Y,Y
fuel-ccp-elasticsearch,deployment,16,1,1,1,mirantis,1,0.5,Y,Y
charm-neutron-dynamic-routing,deployment,18,2,3,16,canonical,14,0.875,N,Y
charm-neutron-dynamic-routing,deployment,17,1,1,1,canonical,14,0.875,Y,Y
python-heatclient,Client,18,12,7,13,red hat,6,0.46153846153846156,N,Y
python-heatclient,Client,17,11,5,14,red hat,6,0.42857142857142855,N,N
python-heatclient,Client,16,10,7,18,red hat,7,0.3888888888888889,N,N
python-heatclient,Client,15,9,10,31,red hat,17,0.5483870967741935,N,Y
python-heatclient,Client,14,8,13,48,red hat,18,0.375,N,N
python-heatclient,Client,13,7,15,96,ibm,25,0.2604166666666667,N,N
python-heatclient,Client,12,6,10,49,red hat,15,0.30612244897959184,N,N
python-heatclient,Client,11,5,9,45,red hat,20,0.4444444444444444,N,Y
python-heatclient,Client,10,4,14,41,red hat,6,0.14634146341463414,N,N
python-heatclient,Client,9,3,17,119,red hat,34,0.2857142857142857,N,N
python-heatclient,Client,8,2,9,45,red hat,18,0.4,N,N
python-heatclient,Client,7,1,4,53,red hat,49,0.9245283018867925,N,Y
instack-undercloud,deployment,18,10,6,34,red hat,27,0.7941176470588235,N,Y
instack-undercloud,deployment,17,9,5,61,red hat,56,0.9180327868852459,N,Y
instack-undercloud,deployment,16,8,3,84,red hat,78,0.9285714285714286,N,Y
instack-undercloud,deployment,15,7,4,83,red hat,78,0.9397590361445783,N,Y
instack-undercloud,deployment,14,6,1,110,red hat,78,0.9397590361445783,Y,Y
instack-undercloud,deployment,13,5,1,63,red hat,78,0.9397590361445783,Y,Y
instack-undercloud,deployment,12,4,4,153,red hat,149,0.9738562091503268,N,Y
instack-undercloud,deployment,11,3,3,364,red hat,355,0.9752747252747253,N,Y
instack-undercloud,deployment,10,2,2,343,red hat,338,0.9854227405247813,N,Y
instack-undercloud,deployment,9,1,2,201,red hat,199,0.9900497512437811,N,Y
fuel-plugin-external-emc,deployment,14,4,1,7,mirantis,199,0.9900497512437811,Y,Y
fuel-plugin-external-emc,deployment,13,3,1,1,openstack foundation,199,0.9900497512437811,Y,Y
fuel-plugin-external-emc,deployment,12,2,1,2,mirantis,199,0.9900497512437811,Y,Y
fuel-plugin-external-emc,deployment,11,1,1,2,mirantis,199,0.9900497512437811,Y,Y
cloudbase-init,deployment,18,12,1,6,cloudbase solutions,199,0.9900497512437811,Y,Y
cloudbase-init,deployment,17,11,1,1,yahoo!,199,0.9900497512437811,Y,Y
cloudbase-init,deployment,16,10,2,24,cloudbase solutions,23,0.9583333333333334,N,Y
cloudbase-init,deployment,15,9,2,12,cloudbase solutions,10,0.8333333333333334,N,Y
cloudbase-init,deployment,14,8,3,4,rackspace,2,0.5,N,Y
cloudbase-init,deployment,13,7,2,7,cloudbase solutions,6,0.8571428571428571,N,Y
cloudbase-init,deployment,12,6,1,56,cloudbase solutions,6,0.8571428571428571,Y,Y
cloudbase-init,deployment,11,5,2,66,cloudbase solutions,59,0.8939393939393939,N,Y
cloudbase-init,deployment,10,4,2,64,cloudbase solutions,61,0.953125,N,Y
cloudbase-init,deployment,9,3,1,67,cloudbase solutions,61,0.953125,Y,Y
cloudbase-init,deployment,8,2,3,16,cloudbase solutions,13,0.8125,N,Y
cloudbase-init,deployment,7,1,2,22,cloudbase solutions,20,0.9090909090909091,N,Y
pbrx,infra tools,18,1,3,22,red hat,18,0.8181818181818182,N,Y
fuel-upgrade,deployment,14,6,1,1,mirantis,18,0.8181818181818182,Y,Y
fuel-upgrade,deployment,13,5,5,12,mirantis,6,0.5,N,Y
fuel-upgrade,deployment,12,4,2,9,mirantis,5,0.5555555555555556,N,Y
fuel-upgrade,deployment,11,3,2,24,independent,14,0.5833333333333334,N,Y
fuel-upgrade,deployment,10,2,4,75,mirantis,55,0.7333333333333333,N,Y
fuel-upgrade,deployment,9,1,1,2,mirantis,55,0.7333333333333333,Y,Y
cloudcafe,component,18,12,1,2,rackspace,55,0.7333333333333333,Y,Y
cloudcafe,component,16,10,2,3,rackspace,2,0.6666666666666666,N,Y
cloudcafe,component,15,9,1,4,rackspace,2,0.6666666666666666,Y,Y
cloudcafe,component,14,8,2,14,rackspace,13,0.9285714285714286,N,Y
cloudcafe,component,13,7,2,12,rackspace,11,0.9166666666666666,N,Y
cloudcafe,component,12,6,2,42,rackspace,41,0.9761904761904762,N,Y
cloudcafe,component,11,5,2,91,rackspace,89,0.978021978021978,N,Y
cloudcafe,component,10,4,3,111,rackspace,92,0.8288288288288288,N,Y
cloudcafe,component,9,3,3,118,rackspace,112,0.9491525423728814,N,Y
cloudcafe,component,8,2,3,144,rackspace,103,0.7152777777777778,N,Y
cloudcafe,component,7,1,1,1,rackspace,103,0.7152777777777778,Y,Y
python-zaqarclient,Client,18,11,3,7,independent,4,0.5714285714285714,N,Y
python-zaqarclient,Client,17,10,5,11,independent,4,0.36363636363636365,N,N
python-zaqarclient,Client,16,9,7,24,fiberhome,9,0.375,N,N
python-zaqarclient,Client,15,8,8,20,fiberhome,7,0.35,N,N
python-zaqarclient,Client,14,7,5,13,catalyst it,4,0.3076923076923077,N,N
python-zaqarclient,Client,13,6,9,47,nec,14,0.2978723404255319,N,N
python-zaqarclient,Client,12,5,4,16,independent,11,0.6875,N,Y
python-zaqarclient,Client,11,4,4,10,independent,6,0.6,N,Y
python-zaqarclient,Client,10,3,7,24,independent,16,0.6666666666666666,N,Y
python-zaqarclient,Client,9,2,5,27,independent,12,0.4444444444444444,N,Y
python-zaqarclient,Client,8,1,4,21,independent,12,0.5714285714285714,N,Y
keystoneauth-saml2,component,14,5,1,2,ibm,12,0.5714285714285714,Y,Y
keystoneauth-saml2,component,13,4,4,4,hpe,1,0.25,N,N
keystoneauth-saml2,component,12,3,5,11,cern,3,0.2727272727272727,N,N
keystoneauth-saml2,component,11,2,5,7,ibm,3,0.42857142857142855,N,Y
keystoneauth-saml2,component,10,1,1,1,red hat,3,0.42857142857142855,Y,Y
ironic-python-agent-builder,component,18,1,1,1,red hat,3,0.42857142857142855,Y,Y
oslo.service,community,18,13,6,14,red hat,8,0.5714285714285714,N,Y
oslo.service,community,17,12,6,8,suse,3,0.375,N,N
oslo.service,community,16,11,6,9,fiberhome,2,0.2222222222222222,N,N
oslo.service,community,15,10,6,8,independent,2,0.25,N,N
oslo.service,community,14,9,6,9,hpe,4,0.4444444444444444,N,Y
oslo.service,community,13,8,12,39,mirantis,17,0.4358974358974359,N,Y
oslo.service,community,12,7,9,59,mirantis,31,0.5254237288135594,N,Y
oslo.service,community,11,6,7,23,red hat,9,0.391304347826087,N,N
oslo.service,community,10,5,9,19,hpe,4,0.21052631578947367,N,N
oslo.service,community,9,4,15,34,intel,5,0.14705882352941177,N,N
oslo.service,community,8,3,9,22,mirantis,6,0.2727272727272727,N,N
oslo.service,community,7,2,7,26,red hat,10,0.38461538461538464,N,N
oslo.service,community,6,1,2,3,red hat,2,0.6666666666666666,N,Y
fuel-plugin-networking-sfc,deployment,14,1,1,7,mirantis,2,0.6666666666666666,Y,Y
networking-mlnx,component,18,16,4,10,mellanox,7,0.7,N,Y
networking-mlnx,component,17,15,2,10,mellanox,9,0.9,N,Y
networking-mlnx,component,16,14,2,18,mellanox,17,0.9444444444444444,N,Y
networking-mlnx,component,15,13,3,19,mellanox,17,0.8947368421052632,N,Y
networking-mlnx,component,14,12,3,31,mellanox,28,0.9032258064516129,N,Y
networking-mlnx,component,13,11,4,21,mellanox,18,0.8571428571428571,N,Y
networking-mlnx,component,12,10,1,16,mellanox,18,0.8571428571428571,Y,Y
networking-mlnx,component,11,9,15,90,red hat,18,0.2,N,N
networking-mlnx,component,10,8,19,48,red hat,15,0.3125,N,N
networking-mlnx,component,9,7,20,34,suse,5,0.14705882352941177,N,N
networking-mlnx,component,8,6,14,33,red hat,8,0.24242424242424243,N,N
networking-mlnx,component,7,5,11,22,red hat,9,0.4090909090909091,N,N
networking-mlnx,component,6,4,6,10,red hat,3,0.3,N,N
networking-mlnx,component,5,3,6,14,vmware,5,0.35714285714285715,N,N
networking-mlnx,component,3,1,1,1,cisco systems,5,0.35714285714285715,Y,Y
networking-mlnx,component,4,2,1,1,cisco systems,5,0.35714285714285715,Y,Y
cookbook-openstack-ops-database,deployment,18,11,1,3,workday,5,0.35714285714285715,Y,Y
cookbook-openstack-ops-database,deployment,17,10,2,2,red hat,1,0.5,N,N
cookbook-openstack-ops-database,deployment,16,9,2,3,cloudbau,2,0.6666666666666666,N,Y
cookbook-openstack-ops-database,deployment,15,8,2,3,cloudbau,2,0.6666666666666666,N,Y
cookbook-openstack-ops-database,deployment,14,7,3,4,workday,2,0.5,N,Y
cookbook-openstack-ops-database,deployment,13,6,2,4,cloudbau,3,0.75,N,Y
cookbook-openstack-ops-database,deployment,12,5,4,6,ibm,3,0.5,N,Y
cookbook-openstack-ops-database,deployment,11,4,5,14,ibm,9,0.6428571428571429,N,Y
cookbook-openstack-ops-database,deployment,10,3,5,14,ibm,9,0.6428571428571429,N,Y
cookbook-openstack-ops-database,deployment,9,2,6,26,rackspace,13,0.5,N,Y
cookbook-openstack-ops-database,deployment,8,1,5,14,at&t,7,0.5,N,Y
puppet-manila,deployment,18,9,8,25,independent,10,0.4,N,N
puppet-manila,deployment,17,8,4,18,red hat,9,0.5,N,Y
puppet-manila,deployment,16,7,6,32,independent,14,0.4375,N,N
puppet-manila,deployment,15,6,6,16,independent,7,0.4375,N,Y
puppet-manila,deployment,14,5,8,36,red hat,15,0.4166666666666667,N,N
puppet-manila,deployment,13,4,6,19,red hat,12,0.631578947368421,N,Y
puppet-manila,deployment,12,3,7,42,red hat,27,0.6428571428571429,N,Y
puppet-manila,deployment,11,2,4,20,red hat,13,0.65,N,Y
puppet-manila,deployment,10,1,2,39,netapp,38,0.9743589743589743,N,Y
cerberus-dashboard,component,17,6,1,1,objectif libre,38,0.9743589743589743,Y,Y
cerberus-dashboard,component,12,1,1,2,independent,38,0.9743589743589743,Y,Y
certbot-dns-openstack,plugin,18,1,2,2,99cloud,1,0.5,N,N
goal-tools,infra tools,18,2,4,185,red hat,181,0.9783783783783784,N,Y
goal-tools,infra tools,17,1,1,7,red hat,181,0.9783783783783784,Y,Y
python-adjutantclient,Client,17,6,1,3,catalyst it,181,0.9783783783783784,Y,Y
python-adjutantclient,Client,16,5,1,5,catalyst it,181,0.9783783783783784,Y,Y
python-adjutantclient,Client,15,4,1,1,catalyst it,181,0.9783783783783784,Y,Y
python-adjutantclient,Client,14,3,1,5,catalyst it,181,0.9783783783783784,Y,Y
python-adjutantclient,Client,13,2,1,9,catalyst it,181,0.9783783783783784,Y,Y
python-adjutantclient,Client,12,1,1,1,catalyst it,181,0.9783783783783784,Y,Y
devstack-plugin-kafka,deployment,18,3,1,2,red hat,181,0.9783783783783784,Y,Y
devstack-plugin-kafka,deployment,17,2,1,1,red hat,181,0.9783783783783784,Y,Y
devstack-plugin-kafka,deployment,16,1,1,1,red hat,181,0.9783783783783784,Y,Y
salt-formula-opencontrail,deployment,15,4,2,28,mirantis,24,0.8571428571428571,N,Y
salt-formula-opencontrail,deployment,14,3,3,27,tcp cloud,24,0.8888888888888888,N,Y
salt-formula-opencontrail,deployment,13,2,2,16,tcp cloud,15,0.9375,N,Y
salt-formula-opencontrail,deployment,12,1,1,1,mirantis,15,0.9375,Y,Y
watcher-dashboard,component,18,6,6,16,zte corporation,9,0.5625,N,Y
watcher-dashboard,component,17,5,4,6,99cloud,3,0.5,N,Y
watcher-dashboard,component,16,4,6,15,zte corporation,7,0.4666666666666667,N,Y
watcher-dashboard,component,15,3,5,14,b<>com,4,0.2857142857142857,N,N
watcher-dashboard,component,14,2,7,23,b<>com,13,0.5652173913043478,N,Y
watcher-dashboard,component,13,1,2,3,99cloud,2,0.6666666666666666,N,Y
tuning-box,deployment,15,3,2,6,mirantis,5,0.8333333333333334,N,Y
tuning-box,deployment,14,2,3,47,mirantis,45,0.9574468085106383,N,Y
tuning-box,deployment,13,1,1,46,mirantis,45,0.9574468085106383,Y,Y
oslo.messaging,community,18,11,8,37,red hat,25,0.6756756756756757,N,Y
oslo.messaging,community,17,10,8,31,red hat,16,0.5161290322580645,N,Y
oslo.messaging,community,16,9,16,60,red hat,29,0.48333333333333334,N,Y
oslo.messaging,community,15,8,15,93,mirantis,32,0.34408602150537637,N,N
oslo.messaging,community,14,7,19,144,mirantis,75,0.5208333333333334,N,Y
oslo.messaging,community,13,6,16,196,mirantis,103,0.5255102040816326,N,Y
oslo.messaging,community,12,5,12,135,mirantis,53,0.3925925925925926,N,N
oslo.messaging,community,11,4,14,119,red hat,69,0.5798319327731093,N,Y
oslo.messaging,community,10,3,19,72,red hat,23,0.3194444444444444,N,N
oslo.messaging,community,9,2,18,97,enovance,28,0.28865979381443296,N,N
oslo.messaging,community,8,1,7,154,red hat,140,0.9090909090909091,N,Y
trio2o,Client,18,9,1,1,independent,140,0.9090909090909091,Y,Y
trio2o,Client,17,8,1,1,fujitsu,140,0.9090909090909091,Y,Y
trio2o,Client,16,7,2,9,independent,8,0.8888888888888888,N,Y
trio2o,Client,15,6,3,7,independent,4,0.5714285714285714,N,Y
trio2o,Client,14,5,3,49,independent,32,0.6530612244897959,N,Y
trio2o,Client,13,4,3,22,independent,16,0.7272727272727273,N,Y
trio2o,Client,12,3,2,11,independent,10,0.9090909090909091,N,Y
trio2o,Client,11,2,3,74,huawei,61,0.8243243243243243,N,Y
trio2o,Client,10,1,1,2,huawei,61,0.8243243243243243,Y,Y
kayobe-config,deployment,18,1,1,1,cray,61,0.8243243243243243,Y,Y
evoque-dashboard,component,17,5,1,1,huawei,61,0.8243243243243243,Y,Y
evoque-dashboard,component,13,1,2,8,independent,6,0.75,N,Y
cinder-tempest-plugin,component,18,5,3,5,red hat,3,0.6,N,Y
cinder-tempest-plugin,component,17,4,5,8,huawei,2,0.25,N,N
cinder-tempest-plugin,component,16,3,5,6,nec,2,0.3333333333333333,N,N
cinder-tempest-plugin,component,15,2,3,3,inspur,1,0.3333333333333333,N,N
cinder-tempest-plugin,component,14,1,2,2,pure storage,1,0.5,N,N
puppet-ceph,deployment,18,10,6,9,99cloud,2,0.2222222222222222,N,N
puppet-ceph,deployment,17,9,5,19,red hat,8,0.42105263157894735,N,N
puppet-ceph,deployment,16,8,2,19,red hat,10,0.5263157894736842,N,Y
puppet-ceph,deployment,15,7,6,19,red hat,12,0.631578947368421,N,Y
puppet-ceph,deployment,14,6,8,41,red hat,28,0.6829268292682927,N,Y
puppet-ceph,deployment,13,5,6,33,red hat,20,0.6060606060606061,N,Y
puppet-ceph,deployment,12,4,4,18,red hat,14,0.7777777777777778,N,Y
puppet-ceph,deployment,11,3,5,33,red hat,25,0.7575757575757576,N,Y
puppet-ceph,deployment,10,2,5,59,nine internet solutions ag,20,0.3389830508474576,N,N
puppet-ceph,deployment,9,1,7,25,cloudwatt,13,0.52,N,Y
devstack-plugin-glusterfs,deployment,17,7,1,2,red hat,13,0.52,Y,Y
devstack-plugin-glusterfs,deployment,16,6,1,1,red hat,13,0.52,Y,Y
devstack-plugin-glusterfs,deployment,15,5,1,1,red hat,13,0.52,Y,Y
devstack-plugin-glusterfs,deployment,14,4,2,3,red hat,2,0.6666666666666666,N,Y
devstack-plugin-glusterfs,deployment,13,3,2,7,red hat,6,0.8571428571428571,N,Y
devstack-plugin-glusterfs,deployment,12,2,2,20,red hat,19,0.95,N,Y
devstack-plugin-glusterfs,deployment,11,1,1,8,red hat,19,0.95,Y,Y
patrole,component,18,4,7,68,at&t,54,0.7941176470588235,N,Y
patrole,component,17,3,9,89,at&t,50,0.5617977528089888,N,Y
patrole,component,16,2,8,190,at&t,173,0.9105263157894737,N,Y
patrole,component,15,1,2,27,at&t,24,0.8888888888888888,N,Y
ansible-role-whisper,deployment,18,1,2,3,rackspace,2,0.6666666666666666,N,Y
iotronic-lightning-rod,component,18,3,2,3,sina,2,0.6666666666666666,N,Y
iotronic-lightning-rod,component,17,2,1,1,sina,2,0.6666666666666666,Y,Y
iotronic-lightning-rod,component,16,1,1,7,sina,2,0.6666666666666666,Y,Y
openstack-ansible-os_glance,deployment,18,8,10,41,rackspace,22,0.5365853658536586,N,Y
openstack-ansible-os_glance,deployment,17,7,7,23,rackspace,14,0.6086956521739131,N,Y
openstack-ansible-os_glance,deployment,16,6,8,47,rackspace,31,0.6595744680851063,N,Y
openstack-ansible-os_glance,deployment,15,5,7,29,rackspace,16,0.5517241379310345,N,Y
openstack-ansible-os_glance,deployment,14,4,6,49,rackspace,29,0.5918367346938775,N,Y
openstack-ansible-os_glance,deployment,13,3,6,32,rackspace,19,0.59375,N,Y
openstack-ansible-os_glance,deployment,12,2,2,19,rackspace,16,0.8421052631578947,N,Y
openstack-ansible-os_glance,deployment,11,1,1,8,rackspace,16,0.8421052631578947,Y,Y
compass-adapters,deployment,14,6,1,1,huawei,16,0.8421052631578947,Y,Y
compass-adapters,deployment,12,4,2,5,huawei,4,0.8,N,Y
compass-adapters,deployment,11,3,3,37,independent,23,0.6216216216216216,N,Y
compass-adapters,deployment,10,2,2,64,huawei,47,0.734375,N,Y
compass-adapters,deployment,9,1,2,31,huawei,23,0.7419354838709677,N,Y
python-monascaclient,Client,18,10,7,16,fujitsu,6,0.375,N,N
python-monascaclient,Client,17,9,2,5,fujitsu,4,0.8,N,Y
python-monascaclient,Client,16,8,4,9,fujitsu,5,0.5555555555555556,N,Y
python-monascaclient,Client,15,7,12,22,fujitsu,4,0.18181818181818182,N,N
python-monascaclient,Client,14,6,10,31,hp,11,0.3548387096774194,N,N
python-monascaclient,Client,13,5,7,21,red hat,7,0.3333333333333333,N,N
python-monascaclient,Client,12,4,3,16,hp,14,0.875,N,Y
python-monascaclient,Client,11,3,6,25,hp,14,0.56,N,Y
python-monascaclient,Client,10,2,3,39,hp,36,0.9230769230769231,N,Y
python-monascaclient,Client,9,1,1,10,hp,36,0.9230769230769231,Y,Y
designate-tempest-plugin,component,18,5,5,8,independent,3,0.375,N,N
designate-tempest-plugin,component,17,4,4,6,red hat,2,0.3333333333333333,N,N
designate-tempest-plugin,component,16,3,6,7,red hat,2,0.2857142857142857,N,N
designate-tempest-plugin,component,15,2,6,8,hpe,3,0.375,N,N
designate-tempest-plugin,component,14,1,5,36,hpe,12,0.3333333333333333,N,N
gertty,infra tools,18,9,3,3,comcast,1,0.3333333333333333,N,N
gertty,infra tools,17,8,5,6,red hat,2,0.3333333333333333,N,N
gertty,infra tools,16,7,3,13,red hat,11,0.8461538461538461,N,Y
gertty,infra tools,15,6,2,2,mirantis,1,0.5,N,N
gertty,infra tools,14,5,7,27,ibm,11,0.4074074074074074,N,N
gertty,infra tools,13,4,9,45,ibm,29,0.6444444444444445,N,Y
gertty,infra tools,12,3,5,31,hp,22,0.7096774193548387,N,Y
gertty,infra tools,11,2,13,71,hp,46,0.647887323943662,N,Y
gertty,infra tools,10,1,10,143,hp,64,0.44755244755244755,N,Y
cookbook-openstack-orchestration,deployment,18,10,1,4,workday,64,0.44755244755244755,Y,Y
cookbook-openstack-orchestration,deployment,17,9,4,9,independent,5,0.5555555555555556,N,Y
cookbook-openstack-orchestration,deployment,16,8,3,5,cloudbau,2,0.4,N,N
cookbook-openstack-orchestration,deployment,15,7,3,4,x-ion,2,0.5,N,Y
cookbook-openstack-orchestration,deployment,14,6,4,5,cloudbau,2,0.4,N,N
cookbook-openstack-orchestration,deployment,13,5,1,1,x-ion,2,0.4,Y,Y
cookbook-openstack-orchestration,deployment,12,4,2,13,ibm,12,0.9230769230769231,N,Y
cookbook-openstack-orchestration,deployment,11,3,5,23,ibm,18,0.782608695652174,N,Y
cookbook-openstack-orchestration,deployment,10,2,5,24,ibm,18,0.75,N,Y
cookbook-openstack-orchestration,deployment,9,1,3,21,ibm,14,0.6666666666666666,N,Y
daisycloud-core,deployment,18,5,1,11,zte corporation,14,0.6666666666666666,Y,Y
daisycloud-core,deployment,17,4,5,56,zte corporation,50,0.8928571428571429,N,Y
daisycloud-core,deployment,16,3,6,130,zte corporation,115,0.8846153846153846,N,Y
daisycloud-core,deployment,15,2,4,131,zte corporation,120,0.916030534351145,N,Y
daisycloud-core,deployment,14,1,5,95,zte corporation,80,0.8421052631578947,N,Y
fuel-ccp-rabbitmq,deployment,16,3,2,5,mirantis,3,0.6,N,Y
fuel-ccp-rabbitmq,deployment,15,2,2,18,mirantis,14,0.7777777777777778,N,Y
fuel-ccp-rabbitmq,deployment,14,1,1,10,mirantis,14,0.7777777777777778,Y,Y
openstack-doc-tools,infra tools,18,11,4,7,red hat,3,0.42857142857142855,N,N
openstack-doc-tools,infra tools,17,10,3,11,red hat,5,0.45454545454545453,N,N
openstack-doc-tools,infra tools,16,9,7,32,suse,12,0.375,N,N
openstack-doc-tools,infra tools,15,8,9,29,fujitsu,13,0.4482758620689655,N,Y
openstack-doc-tools,infra tools,14,7,10,48,fujitsu,26,0.5416666666666666,N,Y
openstack-doc-tools,infra tools,13,6,9,95,objectif libre,35,0.3684210526315789,N,N
openstack-doc-tools,infra tools,12,5,11,61,b1 systems gmbh,15,0.2459016393442623,N,N
openstack-doc-tools,infra tools,11,4,8,49,objectif libre,18,0.3673469387755102,N,N
openstack-doc-tools,infra tools,10,3,10,137,suse,44,0.32116788321167883,N,N
openstack-doc-tools,infra tools,9,2,10,105,suse,70,0.6666666666666666,N,Y
openstack-doc-tools,infra tools,8,1,8,62,suse,35,0.5645161290322581,N,Y
networking-huawei,component,14,1,2,9,huawei,8,0.8888888888888888,N,Y
octavia-dashboard,component,18,7,9,27,zhaw icclab,14,0.5185185185185185,N,Y
octavia-dashboard,component,17,6,9,42,zhaw icclab,21,0.5,N,Y
octavia-dashboard,component,16,5,5,14,independent,8,0.5714285714285714,N,Y
octavia-dashboard,component,15,4,5,5,dell,1,0.2,N,N
octavia-dashboard,component,14,3,6,10,hpe,3,0.3,N,N
octavia-dashboard,component,13,2,3,48,ibm,46,0.9583333333333334,N,Y
octavia-dashboard,component,12,1,2,3,ibm,2,0.6666666666666666,N,Y
conveyor,infra tools,14,1,1,1,suse,2,0.6666666666666666,Y,Y
windmill,deployment,18,6,2,59,red hat,58,0.9830508474576272,N,Y
