repo,repo_type,version,real_ver,num_com,sum_cmt,max_com,max_com_cmt,max_P,is_only_one,is_dominate
congress-tempest-plugin,component,15,3,2,6,nec,4,0.6666666666666666,N,Y
congress-tempest-plugin,component,14,2,8,22,nec,7,0.3181818181818182,N,N
congress-tempest-plugin,component,13,1,1,19,nec,7,0.3181818181818182,Y,Y
fuel-ccp-stacklight,deployment,16,3,1,1,mirantis,7,0.3181818181818182,Y,Y
fuel-ccp-stacklight,deployment,15,2,2,11,mirantis,6,0.5454545454545454,N,Y
fuel-ccp-stacklight,deployment,14,1,2,45,mirantis,44,0.9777777777777777,N,Y
charm-interface-hacluster,deployment,18,6,1,1,canonical,44,0.9777777777777777,Y,Y
charm-interface-hacluster,deployment,17,5,1,4,canonical,44,0.9777777777777777,Y,Y
charm-interface-hacluster,deployment,16,4,1,1,canonical,44,0.9777777777777777,Y,Y
charm-interface-hacluster,deployment,14,2,1,7,canonical,44,0.9777777777777777,Y,Y
charm-interface-hacluster,deployment,13,1,1,2,canonical,44,0.9777777777777777,Y,Y
openstack-ansible-os_tacker,deployment,18,5,8,25,rackspace,10,0.4,N,N
openstack-ansible-os_tacker,deployment,17,4,4,10,rackspace,6,0.6,N,Y
openstack-ansible-os_tacker,deployment,16,3,2,9,suse,7,0.7777777777777778,N,Y
openstack-ansible-os_tacker,deployment,14,1,1,3,brocade,7,0.7777777777777778,Y,Y
fuel-ccp-mariadb,deployment,16,3,1,2,dell,7,0.7777777777777778,Y,Y
fuel-ccp-mariadb,deployment,15,2,2,7,mirantis,5,0.7142857142857143,N,Y
fuel-ccp-mariadb,deployment,14,1,1,13,mirantis,5,0.7142857142857143,Y,Y
python-almanachclient,Client,16,3,1,29,internap,5,0.7142857142857143,Y,Y
python-almanachclient,Client,14,1,1,1,internap,5,0.7142857142857143,Y,Y
charm-interface-bind-rndc,deployment,17,5,1,1,canonical,5,0.7142857142857143,Y,Y
charm-interface-bind-rndc,deployment,14,2,1,2,canonical,5,0.7142857142857143,Y,Y
charm-interface-bind-rndc,deployment,13,1,1,3,canonical,5,0.7142857142857143,Y,Y
bareon-allocator,component,14,2,2,4,mirantis,2,0.5,N,N
bareon-allocator,component,13,1,1,69,mirantis,2,0.5,Y,Y
sahara-plugin-ambari,component,18,8,4,13,red hat,9,0.6923076923076923,N,Y
sahara-plugin-ambari,component,17,7,6,9,red hat,4,0.4444444444444444,N,Y
sahara-plugin-ambari,component,16,6,7,16,red hat,6,0.375,N,N
sahara-plugin-ambari,component,15,5,4,5,easystack,2,0.4,N,N
sahara-plugin-ambari,component,14,4,5,33,mirantis,22,0.6666666666666666,N,Y
sahara-plugin-ambari,component,13,3,10,33,mirantis,17,0.5151515151515151,N,Y
sahara-plugin-ambari,component,12,2,5,21,mirantis,14,0.6666666666666666,N,Y
sahara-plugin-ambari,component,11,1,6,21,mirantis,14,0.6666666666666666,N,Y
fuel-mirror,deployment,16,4,1,5,mirantis,14,0.6666666666666666,Y,Y
fuel-mirror,deployment,15,3,1,5,mirantis,14,0.6666666666666666,Y,Y
fuel-mirror,deployment,14,2,1,34,mirantis,14,0.6666666666666666,Y,Y
fuel-mirror,deployment,13,1,2,30,mirantis,26,0.8666666666666667,N,Y
cliff,Client,18,13,6,8,99cloud,2,0.25,N,N
cliff,Client,17,12,6,21,red hat,10,0.47619047619047616,N,Y
cliff,Client,16,11,9,34,red hat,19,0.5588235294117647,N,Y
cliff,Client,15,10,9,11,red hat,3,0.2727272727272727,N,N
cliff,Client,14,9,8,22,iphc - cnrs - university of strasbourg,8,0.36363636363636365,N,N
cliff,Client,13,8,8,16,red hat,5,0.3125,N,N
cliff,Client,12,7,4,16,hpe,12,0.75,N,Y
cliff,Client,11,6,7,20,hpe,11,0.55,N,Y
cliff,Client,10,5,7,13,hpe,4,0.3076923076923077,N,N
cliff,Client,9,4,4,21,dreamhost,10,0.47619047619047616,N,Y
cliff,Client,8,3,4,26,dreamhost,20,0.7692307692307693,N,Y
cliff,Client,7,2,3,14,dreamhost,11,0.7857142857142857,N,Y
cliff,Client,6,1,3,97,dreamhost,93,0.9587628865979382,N,Y
sticks-dashboard,component,17,6,1,1,objectif libre,93,0.9587628865979382,Y,Y
sticks-dashboard,component,12,1,1,1,independent,93,0.9587628865979382,Y,Y
release-schedule-generator,community,15,3,1,1,independent,93,0.9587628865979382,Y,Y
release-schedule-generator,community,13,1,1,12,independent,93,0.9587628865979382,Y,Y
openstack-ansible-memcached_server,deployment,18,6,6,17,rackspace,5,0.29411764705882354,N,N
openstack-ansible-memcached_server,deployment,17,5,3,7,rackspace,4,0.5714285714285714,N,Y
openstack-ansible-memcached_server,deployment,16,4,5,10,rackspace,6,0.6,N,Y
openstack-ansible-memcached_server,deployment,15,3,4,10,rackspace,6,0.6,N,Y
openstack-ansible-memcached_server,deployment,14,2,8,36,rackspace,24,0.6666666666666666,N,Y
openstack-ansible-memcached_server,deployment,13,1,2,6,rackspace,5,0.8333333333333334,N,Y
fuel-plugin-lma-infrastructure-alerting,deployment,16,5,1,4,mirantis,5,0.8333333333333334,Y,Y
fuel-plugin-lma-infrastructure-alerting,deployment,15,4,3,13,independent,8,0.6153846153846154,N,Y
fuel-plugin-lma-infrastructure-alerting,deployment,14,3,2,80,mirantis,48,0.6,N,Y
fuel-plugin-lma-infrastructure-alerting,deployment,13,2,3,57,mirantis,44,0.7719298245614035,N,Y
fuel-plugin-lma-infrastructure-alerting,deployment,12,1,2,29,independent,24,0.8275862068965517,N,Y
cookbook-openstack-bare-metal,deployment,15,5,1,1,independent,24,0.8275862068965517,Y,Y
cookbook-openstack-bare-metal,deployment,12,2,3,14,ibm,12,0.8571428571428571,N,Y
cookbook-openstack-bare-metal,deployment,11,1,1,14,ibm,12,0.8571428571428571,Y,Y
airship-specs,deployment,18,1,3,5,at&t,3,0.6,N,Y
snap-openstackclients,deployment,18,4,1,2,canonical,3,0.6,Y,Y
snap-openstackclients,deployment,17,3,1,1,canonical,3,0.6,Y,Y
snap-openstackclients,deployment,16,2,1,1,canonical,3,0.6,Y,Y
snap-openstackclients,deployment,15,1,1,1,canonical,3,0.6,Y,Y
charm-trove,deployment,17,4,1,2,ibm,3,0.6,Y,Y
charm-trove,deployment,16,3,2,3,canonical,2,0.6666666666666666,N,Y
charm-trove,deployment,15,2,2,9,independent,7,0.7777777777777778,N,Y
charm-trove,deployment,14,1,3,52,independent,39,0.75,N,Y
loci-keystone,deployment,18,4,1,1,rackspace,39,0.75,Y,Y
loci-keystone,deployment,17,3,1,1,red hat,39,0.75,Y,Y
loci-keystone,deployment,16,2,4,17,rackspace,13,0.7647058823529411,N,Y
loci-keystone,deployment,15,1,2,26,rackspace,19,0.7307692307692307,N,Y
oslo.tools,community,18,14,6,9,red hat,4,0.4444444444444444,N,Y
oslo.tools,community,17,13,4,5,red hat,2,0.4,N,N
oslo.tools,community,16,12,1,4,easystack,2,0.4,Y,Y
oslo.tools,community,15,11,3,3,fujitsu,1,0.3333333333333333,N,N
oslo.tools,community,14,10,1,2,godaddy,1,0.3333333333333333,Y,Y
oslo.tools,community,13,9,3,4,yahoo!,2,0.5,N,Y
oslo.tools,community,12,8,4,4,hpe,1,0.25,N,N
oslo.tools,community,11,7,7,27,hpe,17,0.6296296296296297,N,Y
oslo.tools,community,10,6,7,12,hpe,4,0.3333333333333333,N,N
oslo.tools,community,9,5,7,13,red hat,4,0.3076923076923077,N,N
oslo.tools,community,8,4,11,19,intel,5,0.2631578947368421,N,N
oslo.tools,community,7,3,8,19,red hat,9,0.47368421052631576,N,Y
oslo.tools,community,6,2,2,2,hp,1,0.5,N,N
oslo.tools,community,5,1,2,4,hpe,2,0.5,N,N
fuel-ccp-nginx,deployment,16,2,1,2,mirantis,2,0.5,Y,Y
fuel-ccp-nginx,deployment,15,1,1,1,mirantis,2,0.5,Y,Y
charm-glusterfs,deployment,16,1,1,3,canonical,2,0.5,Y,Y
charm-murano,deployment,15,1,1,22,independent,2,0.5,Y,Y
monasca-log-api,component,18,7,3,15,fujitsu,9,0.6,N,Y
monasca-log-api,component,17,6,3,15,fujitsu,10,0.6666666666666666,N,Y
monasca-log-api,component,16,5,7,29,fujitsu,19,0.6551724137931034,N,Y
monasca-log-api,component,15,4,6,25,fujitsu,15,0.6,N,Y
monasca-log-api,component,14,3,6,28,fujitsu,19,0.6785714285714286,N,Y
monasca-log-api,component,13,2,5,32,fujitsu,22,0.6875,N,Y
monasca-log-api,component,12,1,1,1,fujitsu,22,0.6875,Y,Y
devstack-plugin-pika,deployment,18,7,1,1,99cloud,22,0.6875,Y,Y
devstack-plugin-pika,deployment,13,2,1,1,mirantis,22,0.6875,Y,Y
devstack-plugin-pika,deployment,12,1,1,2,mirantis,22,0.6875,Y,Y
python-cloudpulseclient,Client,18,7,1,1,cisco systems,22,0.6875,Y,Y
python-cloudpulseclient,Client,16,5,2,3,cisco systems,2,0.6666666666666666,N,Y
python-cloudpulseclient,Client,15,4,4,5,gohighsec,2,0.4,N,N
python-cloudpulseclient,Client,14,3,2,4,hcl,3,0.75,N,Y
python-cloudpulseclient,Client,13,2,3,6,hcl,4,0.6666666666666666,N,Y
python-cloudpulseclient,Client,12,1,2,7,hcl,6,0.8571428571428571,N,Y
charm-nova-cell-controller,deployment,18,1,1,2,canonical,6,0.8571428571428571,Y,Y
ansible-hardening,deployment,18,7,10,21,rackspace,4,0.19047619047619047,N,N
ansible-hardening,deployment,17,6,5,24,rackspace,18,0.75,N,Y
ansible-hardening,deployment,16,5,4,66,rackspace,57,0.8636363636363636,N,Y
ansible-hardening,deployment,15,4,6,163,rackspace,149,0.9141104294478528,N,Y
ansible-hardening,deployment,14,3,7,97,rackspace,82,0.845360824742268,N,Y
ansible-hardening,deployment,13,2,4,29,rackspace,26,0.896551724137931,N,Y
ansible-hardening,deployment,12,1,1,11,rackspace,26,0.896551724137931,Y,Y
security-analysis,component,18,5,1,1,red hat,26,0.896551724137931,Y,Y
security-analysis,component,15,2,2,2,hpe,1,0.5,N,N
security-analysis,component,14,1,1,1,suse,1,0.5,Y,Y
shovel-horizon,component,13,1,1,4,dell,1,0.5,Y,Y
heat-specs,component,18,9,1,1,inwinstack,1,0.5,Y,Y
heat-specs,component,17,8,2,3,red hat,2,0.6666666666666666,N,Y
heat-specs,component,16,7,1,1,ericsson,2,0.6666666666666666,Y,Y
heat-specs,component,14,5,2,4,huawei,2,0.5,N,N
heat-specs,component,13,4,5,10,mirantis,5,0.5,N,Y
heat-specs,component,12,3,4,9,mirantis,5,0.5555555555555556,N,Y
heat-specs,component,11,2,5,8,red hat,4,0.5,N,Y
heat-specs,component,10,1,3,7,hpe,4,0.5714285714285714,N,Y
python-kiteclient,Client,14,5,1,1,hpe,4,0.5714285714285714,Y,Y
python-kiteclient,Client,13,4,1,1,hpe,4,0.5714285714285714,Y,Y
python-kiteclient,Client,12,3,1,1,mirantis,4,0.5714285714285714,Y,Y
python-kiteclient,Client,11,2,2,2,hpe,1,0.5,N,N
python-kiteclient,Client,10,1,5,6,hp,2,0.3333333333333333,N,N
devstack-plugin-mariadb,deployment,14,1,1,6,ibm,2,0.3333333333333333,Y,Y
python-iotronicclient,Client,18,3,1,1,sina,2,0.3333333333333333,Y,Y
python-iotronicclient,Client,17,2,1,1,sina,2,0.3333333333333333,Y,Y
python-iotronicclient,Client,16,1,1,6,sina,2,0.3333333333333333,Y,Y
timmy,component,17,5,1,2,grid dynamics,2,0.3333333333333333,Y,Y
timmy,component,16,4,3,7,grid dynamics,3,0.42857142857142855,N,N
timmy,component,15,3,3,46,grid dynamics,27,0.5869565217391305,N,Y
timmy,component,14,2,4,281,mirantis,164,0.5836298932384342,N,Y
timmy,component,13,1,3,18,mirantis,13,0.7222222222222222,N,Y
telcowg-usecases,community,13,3,1,1,openstack foundation,13,0.7222222222222222,Y,Y
telcowg-usecases,community,12,2,4,4,deutsche telekom,1,0.25,N,N
telcowg-usecases,community,11,1,2,5,deutsche telekom,4,0.8,N,Y
sahara-extra,component,18,11,2,5,red hat,3,0.6,N,Y
sahara-extra,component,17,10,3,3,easystack,1,0.3333333333333333,N,N
sahara-extra,component,16,9,4,4,fiberhome,1,0.25,N,N
sahara-extra,component,15,8,2,2,independent,1,0.5,N,N
sahara-extra,component,14,7,5,12,mirantis,4,0.3333333333333333,N,N
sahara-extra,component,13,6,2,3,mirantis,2,0.6666666666666666,N,Y
sahara-extra,component,12,5,2,3,mirantis,2,0.6666666666666666,N,Y
sahara-extra,component,11,4,3,11,ntt,9,0.8181818181818182,N,Y
sahara-extra,component,10,3,3,6,mirantis,4,0.6666666666666666,N,Y
sahara-extra,component,9,2,3,8,mirantis,6,0.75,N,Y
sahara-extra,component,8,1,3,32,mirantis,18,0.5625,N,Y
python-jenkins,Client,18,15,10,27,red hat,10,0.37037037037037035,N,N
python-jenkins,Client,17,14,6,8,inspur,2,0.25,N,N
python-jenkins,Client,16,13,3,3,fortinet,1,0.3333333333333333,N,N
python-jenkins,Client,15,12,5,7,independent,3,0.42857142857142855,N,Y
python-jenkins,Client,14,11,4,5,red hat,2,0.4,N,N
python-jenkins,Client,13,10,5,7,independent,3,0.42857142857142855,N,Y
python-jenkins,Client,12,9,6,24,hp,19,0.7916666666666666,N,Y
python-jenkins,Client,11,8,5,23,hp,14,0.6086956521739131,N,Y
python-jenkins,Client,10,7,7,20,independent,9,0.45,N,Y
python-jenkins,Client,9,6,1,1,independent,9,0.45,Y,Y
python-jenkins,Client,8,5,3,6,canonical,2,0.3333333333333333,N,N
python-jenkins,Client,7,4,1,1,canonical,2,0.3333333333333333,Y,Y
python-jenkins,Client,6,3,1,3,canonical,2,0.3333333333333333,Y,Y
python-jenkins,Client,5,2,2,3,independent,2,0.6666666666666666,N,Y
python-jenkins,Client,4,1,2,8,canonical,6,0.75,N,Y
senlin,component,18,8,11,79,independent,34,0.43037974683544306,N,N
senlin,component,17,7,15,133,independent,55,0.41353383458646614,N,N
senlin,component,16,6,17,186,independent,61,0.3279569892473118,N,N
senlin,component,15,5,13,539,ibm,263,0.48794063079777367,N,Y
senlin,component,14,4,16,509,ibm,347,0.6817288801571709,N,Y
senlin,component,13,3,15,528,ibm,409,0.7746212121212122,N,Y
senlin,component,12,2,6,400,ibm,352,0.88,N,Y
senlin,component,11,1,2,939,ibm,929,0.9893503727369543,N,Y
virtualbmc,component,18,6,6,27,independent,16,0.5925925925925926,N,Y
virtualbmc,component,17,5,5,8,intel,2,0.25,N,N
virtualbmc,component,16,4,6,8,independent,2,0.25,N,N
virtualbmc,component,15,3,3,10,red hat,7,0.7,N,Y
virtualbmc,component,14,2,2,11,red hat,9,0.8181818181818182,N,Y
virtualbmc,component,13,1,1,16,red hat,9,0.8181818181818182,Y,Y
wsme,infra tools,18,15,2,4,mirantis,3,0.75,N,Y
wsme,infra tools,15,12,3,4,mirantis,2,0.5,N,Y
wsme,infra tools,13,10,4,5,independent,2,0.4,N,N
wsme,infra tools,12,9,4,12,independent,4,0.3333333333333333,N,N
wsme,infra tools,11,8,4,22,independent,14,0.6363636363636364,N,Y
wsme,infra tools,10,7,4,10,independent,5,0.5,N,Y
wsme,infra tools,9,6,8,11,dreamhost,2,0.18181818181818182,N,N
wsme,infra tools,8,5,6,58,independent,24,0.41379310344827586,N,N
wsme,infra tools,7,4,4,136,independent,114,0.8382352941176471,N,Y
wsme,infra tools,6,3,1,86,independent,114,0.8382352941176471,Y,Y
wsme,infra tools,5,2,1,136,independent,114,0.8382352941176471,Y,Y
wsme,infra tools,4,1,1,29,independent,114,0.8382352941176471,Y,Y
stacktach,component,18,14,1,1,rackspace,114,0.8382352941176471,Y,Y
stacktach,component,17,13,1,1,rackspace,114,0.8382352941176471,Y,Y
stacktach,component,16,12,1,4,rackspace,114,0.8382352941176471,Y,Y
stacktach,component,14,10,1,1,rackspace,114,0.8382352941176471,Y,Y
stacktach,component,13,9,2,4,rackspace,3,0.75,N,Y
stacktach,component,12,8,2,3,rackspace,2,0.6666666666666666,N,Y
stacktach,component,11,7,1,2,rackspace,2,0.6666666666666666,Y,Y
stacktach,component,10,6,3,8,rackspace,5,0.625,N,Y
stacktach,component,9,5,4,78,rackspace,60,0.7692307692307693,N,Y
stacktach,component,8,4,3,160,rackspace,146,0.9125,N,Y
stacktach,component,7,3,3,118,rackspace,112,0.9491525423728814,N,Y
stacktach,component,6,2,2,4,rackspace,3,0.75,N,Y
stacktach,component,5,1,1,12,rackspace,3,0.75,Y,Y
ec2api-tempest-plugin,component,18,8,1,1,independent,3,0.75,Y,Y
ec2api-tempest-plugin,component,17,7,3,5,nec,3,0.6,N,Y
ec2api-tempest-plugin,component,16,6,4,5,nec,2,0.4,N,N
ec2api-tempest-plugin,component,15,5,2,3,dell,2,0.6666666666666666,N,Y
ec2api-tempest-plugin,component,14,4,2,6,dell,4,0.6666666666666666,N,Y
ec2api-tempest-plugin,component,13,3,2,24,dell,22,0.9166666666666666,N,Y
ec2api-tempest-plugin,component,12,2,2,28,emc,27,0.9642857142857143,N,Y
ec2api-tempest-plugin,component,11,1,1,23,emc,27,0.9642857142857143,Y,Y
compass-web,deployment,13,5,2,6,huawei,5,0.8333333333333334,N,Y
compass-web,deployment,12,4,2,5,huawei,3,0.6,N,Y
compass-web,deployment,11,3,2,34,huawei,25,0.7352941176470589,N,Y
compass-web,deployment,10,2,2,129,huawei,105,0.813953488372093,N,Y
compass-web,deployment,9,1,1,17,huawei,105,0.813953488372093,Y,Y
aodh,component,18,13,8,18,fujitsu,4,0.2222222222222222,N,N
aodh,component,17,12,10,39,red hat,17,0.4358974358974359,N,Y
aodh,component,16,11,13,50,red hat,22,0.44,N,Y
aodh,component,15,10,16,51,red hat,20,0.39215686274509803,N,N
aodh,component,14,9,10,82,red hat,25,0.3048780487804878,N,N
aodh,component,13,8,10,87,red hat,39,0.4482758620689655,N,Y
aodh,component,12,7,14,202,red hat,129,0.6386138613861386,N,Y
aodh,component,11,6,26,297,red hat,103,0.3468013468013468,N,N
aodh,component,10,5,28,298,red hat,81,0.27181208053691275,N,N
aodh,component,9,4,23,316,enovance,72,0.22784810126582278,N,N
aodh,component,8,3,27,420,enovance,163,0.3880952380952381,N,N
aodh,component,7,2,17,271,enovance,109,0.4022140221402214,N,N
aodh,component,6,1,8,99,dreamhost,52,0.5252525252525253,N,Y
fuel-plugin-external-lb,deployment,14,2,1,3,mirantis,52,0.5252525252525253,Y,Y
fuel-plugin-external-lb,deployment,13,1,1,8,mirantis,52,0.5252525252525253,Y,Y
fuel-plugin-nsx-t,deployment,15,2,1,25,mirantis,52,0.5252525252525253,Y,Y
fuel-plugin-nsx-t,deployment,14,1,1,12,mirantis,52,0.5252525252525253,Y,Y
constellations,community,18,1,2,4,red hat,3,0.75,N,Y
charm-panko,deployment,17,2,1,2,canonical,3,0.75,Y,Y
charm-panko,deployment,16,1,1,4,canonical,3,0.75,Y,Y
xstatic-json2yaml,deployment,18,1,1,1,independent,3,0.75,Y,Y
networking-hyperv,component,18,8,5,9,independent,3,0.3333333333333333,N,N
networking-hyperv,component,17,7,6,22,cloudbase solutions,15,0.6818181818181818,N,Y
networking-hyperv,component,16,6,3,15,cloudbase solutions,11,0.7333333333333333,N,Y
networking-hyperv,component,15,5,7,16,cloudbase solutions,9,0.5625,N,Y
networking-hyperv,component,14,4,5,16,cloudbase solutions,12,0.75,N,Y
networking-hyperv,component,13,3,4,25,cloudbase solutions,21,0.84,N,Y
networking-hyperv,component,12,2,3,21,cloudbase solutions,19,0.9047619047619048,N,Y
networking-hyperv,component,11,1,2,24,cloudbase solutions,22,0.9166666666666666,N,Y
fuel-ccp-nova,deployment,16,3,2,12,mirantis,11,0.9166666666666666,N,Y
fuel-ccp-nova,deployment,15,2,2,48,mirantis,40,0.8333333333333334,N,Y
fuel-ccp-nova,deployment,14,1,2,21,mirantis,16,0.7619047619047619,N,Y
sahara-plugin-mapr,component,18,12,4,11,red hat,8,0.7272727272727273,N,Y
sahara-plugin-mapr,component,17,11,7,11,red hat,4,0.36363636363636365,N,N
sahara-plugin-mapr,component,16,10,8,17,red hat,6,0.35294117647058826,N,N
sahara-plugin-mapr,component,15,9,5,10,mapr,5,0.5,N,Y
sahara-plugin-mapr,component,14,8,7,44,mapr,20,0.45454545454545453,N,Y
sahara-plugin-mapr,component,13,7,13,49,mapr,24,0.4897959183673469,N,Y
sahara-plugin-mapr,component,12,6,7,43,mapr,24,0.5581395348837209,N,Y
sahara-plugin-mapr,component,11,5,6,39,mirantis,16,0.41025641025641024,N,N
sahara-plugin-mapr,component,10,4,6,28,mirantis,21,0.75,N,Y
sahara-plugin-mapr,component,9,3,5,28,mirantis,20,0.7142857142857143,N,Y
sahara-plugin-mapr,component,8,2,4,49,mirantis,46,0.9387755102040817,N,Y
sahara-plugin-mapr,component,7,1,1,10,mirantis,46,0.9387755102040817,Y,Y
neutron,component,18,17,30,335,red hat,105,0.31343283582089554,N,N
neutron,component,17,16,37,377,red hat,104,0.27586206896551724,N,N
neutron,component,16,15,44,606,red hat,155,0.25577557755775576,N,N
neutron,component,15,14,38,498,mirantis,104,0.20883534136546184,N,N
neutron,component,14,13,46,906,mirantis,177,0.19536423841059603,N,N
neutron,component,13,12,47,856,red hat,163,0.19042056074766356,N,N
neutron,component,12,11,51,1050,red hat,269,0.2561904761904762,N,N
neutron,component,11,10,43,1045,red hat,322,0.30813397129186604,N,N
neutron,component,10,9,46,757,red hat,112,0.14795244385733158,N,N
neutron,component,9,8,51,609,vmware,100,0.16420361247947454,N,N
neutron,component,8,7,42,649,independent,96,0.14791987673343607,N,N
neutron,component,7,6,29,504,red hat,106,0.21031746031746032,N,N
neutron,component,6,5,23,280,red hat,67,0.2392857142857143,N,N
neutron,component,5,4,13,88,vmware,35,0.3977272727272727,N,N
neutron,component,2,1,1,10,cisco systems,35,0.3977272727272727,Y,Y
neutron,component,3,2,1,4,cisco systems,35,0.3977272727272727,Y,Y
neutron,component,4,3,6,224,cisco systems,143,0.6383928571428571,N,Y
python-muranoclient,Client,18,11,5,11,99cloud,5,0.45454545454545453,N,Y
python-muranoclient,Client,17,10,2,3,suse,2,0.6666666666666666,N,Y
python-muranoclient,Client,16,9,9,20,99cloud,9,0.45,N,Y
python-muranoclient,Client,15,8,12,19,independent,3,0.15789473684210525,N,N
python-muranoclient,Client,14,7,15,60,mirantis,29,0.48333333333333334,N,Y
python-muranoclient,Client,13,6,12,79,mirantis,40,0.5063291139240507,N,Y
python-muranoclient,Client,12,5,8,56,mirantis,41,0.7321428571428571,N,Y
python-muranoclient,Client,11,4,4,38,mirantis,32,0.8421052631578947,N,Y
python-muranoclient,Client,10,3,5,24,mirantis,16,0.6666666666666666,N,Y
python-muranoclient,Client,9,2,3,17,mirantis,15,0.8823529411764706,N,Y
python-muranoclient,Client,8,1,1,22,mirantis,15,0.8823529411764706,Y,Y
refstack-client,component,18,9,3,5,canonical,2,0.4,N,N
refstack-client,component,17,8,5,10,red hat,4,0.4,N,N
refstack-client,component,16,7,6,12,ibm,3,0.25,N,N
refstack-client,component,15,6,5,11,ibm,4,0.36363636363636365,N,N
refstack-client,component,14,5,6,11,ibm,5,0.45454545454545453,N,Y
refstack-client,component,13,4,5,12,ibm,6,0.5,N,Y
refstack-client,component,12,3,5,20,ibm,12,0.6,N,Y
refstack-client,component,11,2,5,17,ibm,8,0.47058823529411764,N,Y
refstack-client,component,10,1,2,13,ibm,10,0.7692307692307693,N,Y
octavia,component,18,9,22,147,dell,52,0.35374149659863946,N,N
octavia,component,17,8,17,103,dell,34,0.3300970873786408,N,N
octavia,component,16,7,22,190,godaddy,56,0.29473684210526313,N,N
octavia,component,15,6,15,108,dell,30,0.2777777777777778,N,N
octavia,component,14,5,17,135,rackspace,23,0.17037037037037037,N,N
octavia,component,13,4,17,165,rackspace,43,0.2606060606060606,N,N
octavia,component,12,3,12,117,rackspace,51,0.4358974358974359,N,Y
octavia,component,11,2,7,66,rackspace,37,0.5606060606060606,N,Y
octavia,component,10,1,4,10,blue box,4,0.4,N,N
sqlalchemy-migrate,component,16,16,2,2,independent,1,0.5,N,N
sqlalchemy-migrate,component,15,15,2,2,independent,1,0.5,N,N
sqlalchemy-migrate,component,14,14,1,2,ntt,1,0.5,Y,Y
sqlalchemy-migrate,component,13,13,1,1,openstack foundation,1,0.5,Y,Y
sqlalchemy-migrate,component,12,12,4,9,ibm,4,0.4444444444444444,N,Y
sqlalchemy-migrate,component,11,11,4,10,ibm,4,0.4,N,N
sqlalchemy-migrate,component,10,10,4,8,red hat,4,0.5,N,Y
sqlalchemy-migrate,component,9,9,8,20,red hat,6,0.3,N,N
sqlalchemy-migrate,component,8,8,4,10,hpe,5,0.5,N,Y
sqlalchemy-migrate,component,7,7,1,3,independent,5,0.5,Y,Y
sqlalchemy-migrate,component,5,5,1,25,independent,5,0.5,Y,Y
sqlalchemy-migrate,component,4,4,1,30,independent,5,0.5,Y,Y
sqlalchemy-migrate,component,3,3,1,13,independent,5,0.5,Y,Y
sqlalchemy-migrate,component,2,2,1,5,independent,5,0.5,Y,Y
sqlalchemy-migrate,component,1,1,1,82,independent,5,0.5,Y,Y
tripleo-ha-utils,deployment,18,4,2,15,red hat,14,0.9333333333333333,N,Y
tripleo-ha-utils,deployment,17,3,2,18,red hat,17,0.9444444444444444,N,Y
tripleo-ha-utils,deployment,16,2,1,15,red hat,17,0.9444444444444444,Y,Y
tripleo-ha-utils,deployment,15,1,1,3,red hat,17,0.9444444444444444,Y,Y
fuel-plugin-detach-keystone,deployment,14,3,1,7,mirantis,17,0.9444444444444444,Y,Y
fuel-plugin-detach-keystone,deployment,13,2,2,25,mirantis,24,0.96,N,Y
fuel-plugin-detach-keystone,deployment,12,1,2,7,mirantis,6,0.8571428571428571,N,Y
swift-specs,component,15,6,1,1,independent,6,0.8571428571428571,Y,Y
swift-specs,component,14,5,1,1,swiftstack,6,0.8571428571428571,Y,Y
swift-specs,component,13,4,1,1,ntt,6,0.8571428571428571,Y,Y
swift-specs,component,12,3,4,4,deutsches klimarechenzentrum gmbh,1,0.25,N,N
swift-specs,component,11,2,5,6,swiftstack,2,0.3333333333333333,N,N
swift-specs,component,10,1,4,7,hpe,3,0.42857142857142855,N,N
charm-neutron-gateway,deployment,18,12,2,15,canonical,14,0.9333333333333333,N,Y
charm-neutron-gateway,deployment,17,11,4,23,canonical,20,0.8695652173913043,N,Y
charm-neutron-gateway,deployment,16,10,3,13,canonical,11,0.8461538461538461,N,Y
charm-neutron-gateway,deployment,15,9,2,10,canonical,9,0.9,N,Y
charm-neutron-gateway,deployment,14,8,1,30,canonical,9,0.9,Y,Y
charm-neutron-gateway,deployment,13,7,2,27,canonical,26,0.9629629629629629,N,Y
charm-neutron-gateway,deployment,12,6,3,95,canonical,91,0.9578947368421052,N,Y
charm-neutron-gateway,deployment,11,5,2,227,canonical,145,0.6387665198237885,N,Y
charm-neutron-gateway,deployment,10,4,2,64,canonical,59,0.921875,N,Y
charm-neutron-gateway,deployment,9,3,3,85,canonical,78,0.9176470588235294,N,Y
charm-neutron-gateway,deployment,8,2,1,49,canonical,78,0.9176470588235294,Y,Y
charm-neutron-gateway,deployment,7,1,1,55,canonical,78,0.9176470588235294,Y,Y
oslo.i18n,community,18,12,3,7,red hat,4,0.5714285714285714,N,Y
oslo.i18n,community,17,11,3,5,suse,3,0.6,N,Y
oslo.i18n,community,16,10,5,10,red hat,5,0.5,N,Y
oslo.i18n,community,15,9,4,4,99cloud,1,0.25,N,N
oslo.i18n,community,14,8,3,3,easystack,1,0.3333333333333333,N,N
oslo.i18n,community,13,7,5,7,easystack,3,0.42857142857142855,N,Y
oslo.i18n,community,12,6,6,16,hpe,7,0.4375,N,Y
oslo.i18n,community,11,5,3,10,hpe,6,0.6,N,Y
